Name,State,Level,Body Type,Body,Office,District / Area,Branch,Chamber,Party,Fan_edited_Party,Type,Inc Running,Incumbent,Inc. Party,Primary Date,Primary Result,General Date,General Result,General Vote %,Gender,Ethnicity,Fan_edited_ethnicity,Website,Notes,Year,,
Donna Kim,HI,State,State Senate,Hawaii State Senate,State Senator,District 14,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,F,,Mixed,,,,"Her father isÿKorean, while her mother isÿSpanish-Filipino-Portuguese",
Sonia Chang-Diaz,MA,State,State Senate,Massachusetts State Senate,State Senator,2nd Suffolk District,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,100.00%,F,,Mixed,,,,Chinese-Costa Rican,
Fue Lee,MN,State,State House,Minnesota House of Representatives,State Representative,HD-59A,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,75.00%,M,Taiwanese,Taiwanese,,,,,
Davina Duerr,WA,State,State House,Washington State House,State Representative,"District 1, Position 1",Legis,,D,D,Incumbent,Yes,Davina Duerr,D,8/4/2020,Won,11/3/2020,Won,67.50%,F,,Taiwanese,,,,,
Quang Nquyen,AZ,State,State House,Arizona State House,State Representative,District 1,Legis,,R,R,Open Seat,No,Noel Campbell and Steve Pierce,R,8/4/2020,Won,11/3/2020,Won,37.90%,M,,Vietnamese,,,,,
Bee Nguyen,GA,State,State House,Georgia State House,State House,District 89,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,F,,Vietnamese,,,,,
My-Linh Thai,WA,State,State House,Washington State House,State Representative,"District 41, Position 2",Legis,,D,D,Incumbent,Yes,My-Linh Thai,D,8/4/2020,Won,11/3/2020,Won,67.40%,F,,Vietnamese,,,,,
Rochelle Nguyen,NV,State,State Assembly,Nevada State Assembly,Assemblymember,AD-10,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,60.90%,F,Vietnamese,Vietnamese,,,,,
Tram Nguyen,MA,State,State House,Massachusetts State House,State Representative,18th Essex District,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,61.90%,F,,Vietnamese,,,,,
Lauren Matsumoto,HI,State,State House,Hawaii House of Representatives,Representative,District 45,Legis,,R,R,Incumbent,Yes,Lauren Matsumoto,R,,Won,11/3/2020,Won,66.20%,F,,,,,,She looks white and potentially mixed Hawaiian according to her middle name. Her last name is her husband's.,https://en.wikipedia.org/wiki/Lauren_Matsumoto
Mike Fong,CA,State,California State Assembly,State House,Assemblymember,CA-49,Legis,Lower,,,Challenger,?,Edwin Chau,D,,,11/8/2022,Not in General,,,,East Asian,,,,Based on last name,
Suhas Subramanyam ,VA,State,State House,Virginia House Of Delegates,House Member,District 87,Legis,,D,D,Incumbent,Yes,,,,,11/2/2021,Won,58.40%,M,,Indian,,,,https://www.suhasforvirginia.com/about-suhas,
Kathy Tran,VA,State,State House,Virginia House Of Delegates,House Member,District 42,Legis,,D,D,Incumbent,Yes,,,,,11/2/2021,Won,60.00%,F,,Vietnamese,,,,https://www.kathyfordelegate.com/,
Richard Pan,CA,State,State Senate,California State Senate,State Senator,District 6,Legis,Upper,D,D,Incumbent,Yes,Richard Pan,D,,,11/8/2022,,,M,Chinese,Chinese,http://sd06.senate.ca.gov/,,2022,,
Mike Fong,CA,State,State Assembly,California State Assembly,Assemblymember,District 49,Legis,,D,D,Open Seat,No,Ed Chau,D,2/15/2022,,4/19/2022,,,M,,,https://mikefong.org,,2022,,
Dimple Ajmera,NC,Statewide,,,North Carolina State Treasurer,,,,D,D,Challenger,Yes,Dale Folwell,R,3/3/2020,Lost,11/3/2020,Not in General,,F,Indian,Indian,https://www.dimpleajmera.com/,,2020,,
Nina Ahmad,PA,Statewide,State of Pennsylvania,,Auditor General,,,,D,D,Open Seat,No, Eugene DePasquale,D,4/28/2020,Won,11/3/2020,Lost,46.10%,F,Bangladeshi,Bangladeshi,https://www.ninaforpa.com/,,2020,,
Ronnie Chatterji,NC,Statewide,Treasurer,North Carolina Treasurer,Treasurer,,Exec,,D,D,Challenger,Yes,Dale Folwell,R,3/3/2020,Won,11/3/2020,Lost,47.40%,M,Indian,Indian,https://www.ronniechatterji.com/,,2020,,
Sean Reyes,UT,Statewide,,Attorney General,Attorney General,,Exec,,R,R,Incumbent,Yes,,,,Won,11/3/2020,Won,60.90%,M,,Mixed,,,,"The son of a Spanish-Filipino immigrant father, who fled the Marcos regime and aÿJapanese-Hawaiian mothe",
Chirayu Avinash Patel,WA,Statewide,,Washington Executive Branch,Commissioner of Insurance,,Exec,,R,R,Challenger,Yes,Mike Kreidler,D,8/4/2020,Won,11/3/2020,Won,27.10%,M,,South Asian,,,,,
